protein_name	source	nucl_accession	start	stop	strand	ipg_prot_id	ipg_prot_name	organism	strain	assembly
--	PAT	N/A				ADS72162.1	Sequence 13 from patent US 7811598	Unknown		
--	PAT	N/A				AGA37168.1	Sequence 13 from patent US 8314292	Unknown		
--	PAT	N/A				AHD31177.1	Sequence 8 from patent US 8563808	Unknown		
--	PAT	N/A				AOI37194.1	Sequence 2 from patent US 9243262	Unknown		
--	PAT	N/A				AOI37207.1	Sequence 45 from patent US 9243262	Unknown		
--	PAT	N/A				AOI37211.1	Sequence 49 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48486.1	Sequence 136 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48490.1	Sequence 140 from patent US 9567381	Unknown		
--	PAT	N/A				QBD04094.1	Sequence 2 from patent US 10167323	Unknown		
--	PAT	N/A				QBD04107.1	Sequence 45 from patent US 10167323	Unknown		
--	PAT	N/A				QBD04111.1	Sequence 49 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43512.1	Sequence 2 from patent US 10196633	Unknown		
--	PAT	N/A				QBE43525.1	Sequence 45 from patent US 10196633	Unknown		
--	PAT	N/A				QBE43529.1	Sequence 49 from patent US 10196633	Unknown		
BT_Cry1Ba6	INSDC	EF102874.1	1	3687	+	ABL60921.1	Cry1B	Bacillus thuringiensis	S601 (Embrapa Recursos Geneticos e Biotecnologia)	
--	PAT	N/A				AOI37212.1	Sequence 50 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48491.1	Sequence 141 from patent US 9567381	Unknown		
--	PAT	N/A				QBD04112.1	Sequence 50 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43530.1	Sequence 50 from patent US 10196633	Unknown		
BT_Cry1Bc1	INSDC	Z46442.1	141	3842	+	CAA86568.1	delta-endotoxin	Bacillus thuringiensis serovar morrisoni		
--	Swiss-Prot	N/A				Q45774.1	Pesticidal crystal protein Cry1Bc	Bacillus thuringiensis serovar morrisoni		
--	PAT	N/A				ATK48493.1	Sequence 143 from patent US 9567381	Unknown		
BT_Cry1Be3	INSDC	FJ716102.1	10	3693	+	ACV96720.1	Cry1Be2	Bacillus thuringiensis	g9	
--	PAT	N/A				ATK48498.1	Sequence 148 from patent US 9567381	Unknown		
BT_Cry1Bf1	PAT	AX189649.1	1	3687	+	CAC50778.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	N/A				ATK48499.1	Sequence 149 from patent US 9567381	Unknown		
--	PAT	GN114222.1	1	3687	+	CAY10307.1	unnamed protein product	Bacillus thuringiensis		
BT_Cry1Bg1	INSDC	AY176063.1	1	3708	+	AAO39720.1	insecticidal crystal protein	Bacillus thuringiensis		
--	PAT	N/A				ATK48501.1	Sequence 151 from patent US 9567381	Unknown		
BT_Cry1Ca1	INSDC	X07518.1	47	3616	+	CAA30396.1	unnamed protein product	Bacillus thuringiensis	entomocidus60.5	
--	Swiss-Prot	N/A				P0A375.1	Pesticidal crystal protein Cry1Ca	Bacillus thuringiensis serovar entomocidus		
--	PAT	N/A				ATK48503.1	Sequence 153 from patent US 9567381	Unknown		
BT_Cry1Ca2	INSDC	X13620.1	241	2711	+	CAA31951.1	unnamed protein product	Bacillus thuringiensis	7-29	
--	PAT	N/A				AAC93735.1	Sequence 2 from patent US 5792928	Unknown		
--	PAT	N/A				AAE85628.1	Sequence 2 from patent US 6310035	Unknown		
--	PAT	N/A				AAS32607.1	Sequence 2 from patent US 6686149	Unknown		
--	PAT	N/A				ABA65394.1	Sequence 2 from patent US 6942991	Unknown		
--	PAT	N/A				ATK48507.1	Sequence 157 from patent US 9567381	Unknown		
BT_Cry1Ca3	INSDC	M73251.1	1	3570	+	AAA22343.1	cryIC(b)	Bacillus thuringiensis serovar aizawai	PS81I	
--	PAT	N/A				AAC11774.1	Sequence 6 from patent US 5691308	Unknown		
--	PAT	N/A				AAE47789.1	Sequence 6 from patent US 6096708	Unknown		
--	PAT	N/A				AAQ38645.1	Sequence 6 from patent US 6573240	Unknown		
--	PAT	N/A				AAV00427.1	Sequence 6 from patent US 6737273	Unknown		
--	PAT	N/A				ABL55896.1	Sequence 6 from patent US 7138568	Unknown		
--	PAT	N/A				ACQ20511.1	Sequence 6 from patent US 7511129	Unknown		
--	PAT	N/A				ATK48508.1	Sequence 158 from patent US 9567381	Unknown		
BT_Cry1Ca4	PAT	A27642.1	234	3803	+	CAA01886.1	bt15	Bacillus thuringiensis serovar entomocidus	HD-110	
--	PAT	N/A				AAC84210.1	Sequence 2 from patent US 5736131	Unknown		
--	PAT	N/A				AAE66196.1	Sequence 2 from patent US 6204246	Unknown		
--	PAT	N/A				AAV26508.1	Sequence 2 from patent US 6780408	Unknown		
--	PAT	N/A				ATK48509.1	Sequence 159 from patent US 9567381	Unknown		
--	PAT	A43696.1	1	3567	+	CAA02749.1	unnamed protein product	Bacillus thuringiensis		
BT_Cry1Ca5	INSDC	X96682.1	1	2268	+	CAA65457.1	delta-endotoxin	Bacillus thuringiensis serovar aizawai	K26-21	
--	PAT	N/A				ATK48510.1	Sequence 160 from patent US 9567381	Unknown		
BT_Cry1Ca7	INSDC	AY015492.1	2149	5718	+	AAG50438.1	Cry1Ca	Bacillus thuringiensis	J8	
--	RefSeq	NZ_CP010090.1	149756	153325	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	4G5	GCF_000803665.1
--	RefSeq	NZ_LABP01000045.1	39839	43408	-	WP_042991625.1	pesticidal protein	Bacillus cereus	RIVM BC 934	GCF_001044855.1
--	RefSeq	NZ_LABV01000078.1	36182	39751	+	WP_042991625.1	pesticidal protein	Bacillus cereus	6/27/S	GCF_001044955.1
--	RefSeq	NZ_MOXQ01000033.1	34449	38018	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	HD-133	GCF_001880115.1
--	RefSeq	NZ_NFDU01000248.1	7268	10837	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J1	GCF_002147165.1
--	RefSeq	NZ_NFDV01000264.1	14589	18158	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J2	GCF_002147155.1
--	RefSeq	NZ_NFDW01000121.1	8597	12166	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J3	GCF_002147185.1
--	RefSeq	NZ_NFEN01000240.1	8596	12165	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	I13	GCF_002147555.1
--	RefSeq	NZ_NFEO01000107.1	39839	43408	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07005	GCF_002147575.1
--	RefSeq	NZ_NFEP01000093.1	15716	19285	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07019	GCF_002147565.1
--	RefSeq	NZ_NFEQ01000251.1	15148	18717	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07030	GCF_002147605.1
--	RefSeq	NZ_NFES01000208.1	15148	18717	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07148	GCF_002147645.1
--	RefSeq	NZ_NFEU01000196.1	39839	43408	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07153	GCF_002147685.1
--	RefSeq	NZ_NFEV01000141.1	36182	39751	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07183	GCF_002147725.1
--	RefSeq	NZ_NHNQ01000127.1	4332	7901	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	G03	GCF_002893605.1
--	RefSeq	NZ_NHPK02000115.1	4332	7901	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	1126_1	GCF_002268645.2
--	RefSeq	NZ_NHZG01000036.1	16028	19597	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	HD133	GCF_002236945.1
--	RefSeq	NZ_NKAT01000013.1	34002	37571	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	27-3	GCF_009935315.1
--	RefSeq	NZ_PVMD01000147.1	34127	37696	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	BR37	GCF_002994815.1
--	RefSeq	NZ_QNUR01000115.1	4332	7901	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	kn11	GCF_003312445.1
--	RefSeq	NZ_SJQC01000031.1	14867	18436	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	MS12	GCF_004330415.1
--	RefSeq	NZ_VLPP01000028.1	34079	37648	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	PT18	GCF_008829805.1
--	INSDC	AY078160.1	15	3584	+	AAL79362.1	delta-endotoxin	Bacillus thuringiensis		
--	INSDC	AF362020.1	240	3809	+	AAM00264.1	insecticidal protein Cry1Ca	Bacillus thuringiensis	c002	
--	INSDC	GQ503632.1	3723	7292	+	ACX46521.1	crystal protein	Bacillus thuringiensis serovar aizawai	SP41	
--	INSDC	CP010090.1	149756	153325	-	AJA23086.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	HD-29	GCA_000803665.1
--	INSDC	VLPP01000028.1	34079	37648	+	KAB1378839.1	pesticidal protein	Bacillus thuringiensis	PT18	
--	INSDC	LABP01000045.1	39839	43408	-	KMQ19869.1	pesticidal protein	Bacillus cereus	RIVM BC 934	GCA_001044855.1
--	INSDC	MOXQ01000033.1	34449	38018	+	OIX18506.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	HD-133	GCA_001880115.1
--	INSDC	NFDU01000248.1	7268	10837	-	OTY76348.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J1	GCA_002147165.1
--	INSDC	NFDV01000264.1	14589	18158	+	OTZ00152.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J2	GCA_002147155.1
--	INSDC	NFDW01000121.1	8597	12166	-	OTZ15274.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J3	GCA_002147185.1
--	INSDC	NFEN01000240.1	8596	12165	-	OUA13599.1	pesticidal protein	Bacillus thuringiensis	I13	GCA_002147555.1
--	INSDC	NFEO01000107.1	39839	43408	-	OUA21005.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07005	GCA_002147575.1
--	INSDC	NFEP01000093.1	15716	19285	-	OUA22580.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07019	GCA_002147565.1
--	INSDC	NFES01000208.1	15148	18717	-	OUA32938.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07148	GCA_002147645.1
--	INSDC	NFEQ01000251.1	15148	18717	-	OUA34012.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07030	GCA_002147605.1
--	INSDC	NFEU01000196.1	39839	43408	-	OUA67411.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07153	GCA_002147685.1
--	INSDC	NFEV01000141.1	36182	39751	+	OUA76866.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07183	GCA_002147725.1
--	INSDC	NHZG01000036.1	16028	19597	-	OXR53716.1	pesticidal protein	Bacillus thuringiensis	HD133	GCA_002236945.1
--	INSDC	NHPK02000115.1	4332	7901	+	PHQ17955.1	pesticidal protein	Bacillus thuringiensis	1126_1	GCA_002268645.2
--	INSDC	NHNQ01000127.1	4332	7901	+	PNK42405.1	pesticidal protein	Bacillus thuringiensis	G03	GCA_002893605.1
--	INSDC	MK391630.1	1	3570	+	QBO24619.1	Cry1Ca protein	Bacillus thuringiensis	MPU B5	
--	INSDC	QNUR01000115.1	4332	7901	+	RBN53067.1	pesticidal protein	Bacillus thuringiensis	kn11	GCA_003312445.1
--	INSDC	SJQC01000031.1	14867	18436	-	TBX99235.1	pesticidal protein	Bacillus thuringiensis	MS12	GCA_004330415.1
--	PAT	N/A				AAQ68987.1	Sequence 6 from patent US 5188960	Unknown		
--	PAT	N/A				ACC37864.1	Sequence 7 from patent US 7355099	Unknown		
--	PAT	N/A				ACN04275.1	Sequence 9 from patent US 7482432	Unknown		
--	PAT	N/A				ADA48971.1	Sequence 9 from patent US 7622572	Unknown		
--	PAT	N/A				ADS48651.1	Sequence 9 from patent US 7803391	Unknown		
--	PAT	N/A				ADS56428.1	Sequence 9 from patent US 7803925	Unknown		
--	PAT	N/A				ADS72158.1	Sequence 9 from patent US 7811598	Unknown		
--	PAT	N/A				AFA84067.1	Sequence 7 from patent US 8101825	Unknown		
--	PAT	N/A				AFL32960.1	Sequence 7 from patent US 8173590	Unknown		
--	PAT	N/A				AGA37164.1	Sequence 9 from patent US 8314292	Unknown		
--	PAT	N/A				AHD31178.1	Sequence 9 from patent US 8563808	Unknown		
--	PAT	N/A				ATK48512.1	Sequence 162 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48513.1	Sequence 163 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48514.1	Sequence 164 from patent US 9567381	Unknown		
BT_Cry1Ca9	INSDC	AY078160.1	15	3584	+	AAL79362.1	delta-endotoxin	Bacillus thuringiensis		
--	RefSeq	NZ_CP010090.1	149756	153325	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	4G5	GCF_000803665.1
--	RefSeq	NZ_LABP01000045.1	39839	43408	-	WP_042991625.1	pesticidal protein	Bacillus cereus	RIVM BC 934	GCF_001044855.1
--	RefSeq	NZ_LABV01000078.1	36182	39751	+	WP_042991625.1	pesticidal protein	Bacillus cereus	6/27/S	GCF_001044955.1
--	RefSeq	NZ_MOXQ01000033.1	34449	38018	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	HD-133	GCF_001880115.1
--	RefSeq	NZ_NFDU01000248.1	7268	10837	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J1	GCF_002147165.1
--	RefSeq	NZ_NFDV01000264.1	14589	18158	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J2	GCF_002147155.1
--	RefSeq	NZ_NFDW01000121.1	8597	12166	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J3	GCF_002147185.1
--	RefSeq	NZ_NFEN01000240.1	8596	12165	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	I13	GCF_002147555.1
--	RefSeq	NZ_NFEO01000107.1	39839	43408	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07005	GCF_002147575.1
--	RefSeq	NZ_NFEP01000093.1	15716	19285	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07019	GCF_002147565.1
--	RefSeq	NZ_NFEQ01000251.1	15148	18717	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07030	GCF_002147605.1
--	RefSeq	NZ_NFES01000208.1	15148	18717	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07148	GCF_002147645.1
--	RefSeq	NZ_NFEU01000196.1	39839	43408	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07153	GCF_002147685.1
--	RefSeq	NZ_NFEV01000141.1	36182	39751	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07183	GCF_002147725.1
--	RefSeq	NZ_NHNQ01000127.1	4332	7901	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	G03	GCF_002893605.1
--	RefSeq	NZ_NHPK02000115.1	4332	7901	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	1126_1	GCF_002268645.2
--	RefSeq	NZ_NHZG01000036.1	16028	19597	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	HD133	GCF_002236945.1
--	RefSeq	NZ_NKAT01000013.1	34002	37571	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	27-3	GCF_009935315.1
--	RefSeq	NZ_PVMD01000147.1	34127	37696	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	BR37	GCF_002994815.1
--	RefSeq	NZ_QNUR01000115.1	4332	7901	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	kn11	GCF_003312445.1
--	RefSeq	NZ_SJQC01000031.1	14867	18436	-	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	MS12	GCF_004330415.1
--	RefSeq	NZ_VLPP01000028.1	34079	37648	+	WP_042991625.1	pesticidal protein	Bacillus thuringiensis	PT18	GCF_008829805.1
--	INSDC	AY015492.1	2149	5718	+	AAG50438.1	Cry1Ca	Bacillus thuringiensis	J8	
--	INSDC	AF362020.1	240	3809	+	AAM00264.1	insecticidal protein Cry1Ca	Bacillus thuringiensis	c002	
--	INSDC	GQ503632.1	3723	7292	+	ACX46521.1	crystal protein	Bacillus thuringiensis serovar aizawai	SP41	
--	INSDC	CP010090.1	149756	153325	-	AJA23086.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	HD-29	GCA_000803665.1
--	INSDC	VLPP01000028.1	34079	37648	+	KAB1378839.1	pesticidal protein	Bacillus thuringiensis	PT18	
--	INSDC	LABP01000045.1	39839	43408	-	KMQ19869.1	pesticidal protein	Bacillus cereus	RIVM BC 934	GCA_001044855.1
--	INSDC	MOXQ01000033.1	34449	38018	+	OIX18506.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	HD-133	GCA_001880115.1
--	INSDC	NFDU01000248.1	7268	10837	-	OTY76348.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J1	GCA_002147165.1
--	INSDC	NFDV01000264.1	14589	18158	+	OTZ00152.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J2	GCA_002147155.1
--	INSDC	NFDW01000121.1	8597	12166	-	OTZ15274.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J3	GCA_002147185.1
--	INSDC	NFEN01000240.1	8596	12165	-	OUA13599.1	pesticidal protein	Bacillus thuringiensis	I13	GCA_002147555.1
--	INSDC	NFEO01000107.1	39839	43408	-	OUA21005.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07005	GCA_002147575.1
--	INSDC	NFEP01000093.1	15716	19285	-	OUA22580.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07019	GCA_002147565.1
--	INSDC	NFES01000208.1	15148	18717	-	OUA32938.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07148	GCA_002147645.1
--	INSDC	NFEQ01000251.1	15148	18717	-	OUA34012.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07030	GCA_002147605.1
--	INSDC	NFEU01000196.1	39839	43408	-	OUA67411.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07153	GCA_002147685.1
--	INSDC	NFEV01000141.1	36182	39751	+	OUA76866.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07183	GCA_002147725.1
--	INSDC	NHZG01000036.1	16028	19597	-	OXR53716.1	pesticidal protein	Bacillus thuringiensis	HD133	GCA_002236945.1
--	INSDC	NHPK02000115.1	4332	7901	+	PHQ17955.1	pesticidal protein	Bacillus thuringiensis	1126_1	GCA_002268645.2
--	INSDC	NHNQ01000127.1	4332	7901	+	PNK42405.1	pesticidal protein	Bacillus thuringiensis	G03	GCA_002893605.1
--	INSDC	MK391630.1	1	3570	+	QBO24619.1	Cry1Ca protein	Bacillus thuringiensis	MPU B5	
--	INSDC	QNUR01000115.1	4332	7901	+	RBN53067.1	pesticidal protein	Bacillus thuringiensis	kn11	GCA_003312445.1
--	INSDC	SJQC01000031.1	14867	18436	-	TBX99235.1	pesticidal protein	Bacillus thuringiensis	MS12	GCA_004330415.1
--	PAT	N/A				AAQ68987.1	Sequence 6 from patent US 5188960	Unknown		
--	PAT	N/A				ACC37864.1	Sequence 7 from patent US 7355099	Unknown		
--	PAT	N/A				ACN04275.1	Sequence 9 from patent US 7482432	Unknown		
--	PAT	N/A				ADA48971.1	Sequence 9 from patent US 7622572	Unknown		
--	PAT	N/A				ADS48651.1	Sequence 9 from patent US 7803391	Unknown		
--	PAT	N/A				ADS56428.1	Sequence 9 from patent US 7803925	Unknown		
--	PAT	N/A				ADS72158.1	Sequence 9 from patent US 7811598	Unknown		
--	PAT	N/A				AFA84067.1	Sequence 7 from patent US 8101825	Unknown		
--	PAT	N/A				AFL32960.1	Sequence 7 from patent US 8173590	Unknown		
--	PAT	N/A				AGA37164.1	Sequence 9 from patent US 8314292	Unknown		
--	PAT	N/A				AHD31178.1	Sequence 9 from patent US 8563808	Unknown		
--	PAT	N/A				ATK48512.1	Sequence 162 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48513.1	Sequence 163 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48514.1	Sequence 164 from patent US 9567381	Unknown		
BT_Cry1Cb2	INSDC	AY007686.1	694	4224	+	AAG35409.1	insecticidal crystal protein Cry1Cb	Bacillus thuringiensis	Btc001	
--	RefSeq	NZ_KK088287.1	1080	4610	-	WP_033698561.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis	NBIN-866	GCF_000600315.1
--	RefSeq	NZ_NFCH01000171.1	2953	6483	+	WP_033698561.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar amagiensis	BGSC 4AE1	GCF_002146315.1
--	RefSeq	NZ_NFDO01000214.1	2954	6484	+	WP_033698561.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar azorensis	BGSC 4CB1	GCF_002147085.1
--	RefSeq	NZ_NFDR01000193.1	2954	6484	+	WP_033698561.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar galleriae	BGSC 4G1	GCF_002147105.1
--	RefSeq	NZ_NFEE01000112.1	3261	6791	-	WP_033698561.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar wuhanensis	BGSC 4T1	GCF_002147375.1
--	RefSeq	NZ_PGDZ01000245.1	6336	9866	+	WP_033698561.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar galleriae	BGSC 4G4	GCF_002911925.1
--	Swiss-Prot	N/A				P56953.1	Pesticidal crystal protein Cry1Cb	Bacillus thuringiensis serovar galleriae		
--	INSDC	JEOF01000173.1	1080	4610	-	EXY04526.1	pesticidal protein	Bacillus thuringiensis	NBIN-866	GCA_000600315.1
--	INSDC	KK088287.1	1080	4610	-	EXY04526.1	pesticidal protein	Bacillus thuringiensis	NBIN-866	GCA_000600315.1
--	INSDC	NFCH01000171.1	2953	6483	+	OTW53899.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar amagiensis	BGSC 4AE1	GCA_002146315.1
--	INSDC	NFDO01000214.1	2954	6484	+	OTY50443.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar azorensis	BGSC 4CB1	GCA_002147085.1
--	INSDC	NFDR01000193.1	2954	6484	+	OTY80983.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar galleriae	BGSC 4G1	GCA_002147105.1
--	INSDC	NFEE01000112.1	3261	6791	-	OTZ52987.1	pesticidal crystal protein cry1Cb	Bacillus thuringiensis serovar wuhanensis	BGSC 4T1	GCA_002147375.1
--	PAT	N/A				AAC21368.1	Sequence 2 from patent US 5712248	Unknown		
--	PAT	N/A				AAC81580.1	Sequence 2 from patent US 5731194	Unknown		
--	PAT	N/A				ATK48515.1	Sequence 165 from patent US 9567381	Unknown		
BT_Cry1Db2	INSDC	AF358862.1	2560	6042	+	AAK48937.1	insecticidal crystal protein	Bacillus thuringiensis	B-Pr-88	
--	PAT	N/A				ATK48521.1	Sequence 171 from patent US 9567381	Unknown		
BT_Cry1Ea1	INSDC	X53985.1	130	3645	+	CAA37933.1	crystal protein	Bacillus thuringiensis		
--	Swiss-Prot	N/A				Q57458.1	Pesticidal crystal protein Cry1Ea	Bacillus thuringiensis serovar kenyae		
--	INSDC	X56144.1	1	3516	+	CAA39609.1	crystal protein	Bacillus thuringiensis	kenyae	
--	PAT	N/A				AAC84211.1	Sequence 4 from patent US 5736131	Unknown		
--	PAT	N/A				AAE66197.1	Sequence 4 from patent US 6204246	Unknown		
--	PAT	N/A				AAV26509.1	Sequence 4 from patent US 6780408	Unknown		
--	PAT	N/A				ATK48523.1	Sequence 173 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48525.1	Sequence 175 from patent US 9567381	Unknown		
--	PAT	A43698.1	1	3513	+	CAA02750.1	unnamed protein product	Bacillus thuringiensis		
BT_Cry1Ea2	INSDC	X56144.1	1	3516	+	CAA39609.1	crystal protein	Bacillus thuringiensis	kenyae	
--	Swiss-Prot	N/A				Q57458.1	Pesticidal crystal protein Cry1Ea	Bacillus thuringiensis serovar kenyae		
--	INSDC	X53985.1	130	3645	+	CAA37933.1	crystal protein	Bacillus thuringiensis		
--	PAT	N/A				AAC84211.1	Sequence 4 from patent US 5736131	Unknown		
--	PAT	N/A				AAE66197.1	Sequence 4 from patent US 6204246	Unknown		
--	PAT	N/A				AAV26509.1	Sequence 4 from patent US 6780408	Unknown		
--	PAT	N/A				ATK48523.1	Sequence 173 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48525.1	Sequence 175 from patent US 9567381	Unknown		
--	PAT	A43698.1	1	3513	+	CAA02750.1	unnamed protein product	Bacillus thuringiensis		
BT_Cry1Ea3	INSDC	M73252.1	1	3516	+	AAA22345.1	cryIE(a)	Bacillus thuringiensis serovar kenyae	PS81F	
--	RefSeq	NZ_NFDY01000107.1	6792	10307	+	WP_086402512.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J5	GCF_002147255.1
--	RefSeq	NZ_NFEK01000052.1	4573	8088	+	WP_086402512.1	pesticidal protein	Bacillus thuringiensis serovar darmstadiensis	YBT032	GCF_002147495.1
--	RefSeq	NZ_NFEM01000074.1	3066	6581	-	WP_086402512.1	pesticidal protein	Bacillus thuringiensis	HD5	GCF_002147535.1
--	RefSeq	NZ_PGSB01000044.1	2980	6495	+	WP_086402512.1	pesticidal protein	Bacillus thuringiensis serovar darmstadiensis	BGSC 4M3	GCF_002912135.1
